	a	RELACIONADO	b
2215	dispersion_de_la_poblacion	RELACIONADO	nucleo_aislado_de_poblacion
2216	poblacion_empadronada	RELACIONADO	padron_municipal
2217	integridad_fisica_del_inmigrante	RELACIONADO	poblacion_inmigrante
2218	integridad_fisica_del_inmigrante	RELACIONADO	movimiento_asociativo_a_favor_de_los_inmigrantes
2219	servicio_de_atencion_al_inmigrante	RELACIONADO	movimiento_asociativo_a_favor_de_los_inmigrantes
2220	servicio_de_atencion_al_inmigrante	RELACIONADO	poblacion_inmigrante
2221	poblacion_musulmana	RELACIONADO	poblacion_inmigrante
2222	fecha_de_fallecimiento_de_la_madre	RELACIONADO	fallecimiento_de_madre
2223	fecha_de_fallecimiento_de_la_madre	RELACIONADO	madre_biologica
2224	fecha_de_fallecimiento_de_la_madre	RELACIONADO	madre_de_familia
2225	indemnizacion_por_fallecimiento_de_hijo	RELACIONADO	fallecimiento_de_hijo
2226	proteccion_de_la_mujer_embarazada	RELACIONADO	mujer_embarazada
2227	proteccion_de_la_mujer_embarazada	RELACIONADO	embarazo_natural
2228	fallecimiento_en_acto_de_servicio	RELACIONADO	acto_de_servicio
2229	fallecimiento_en_acto_de_servicio	RELACIONADO	accidente_en_acto_de_servicio
2230	fallecimiento_en_acto_de_servicio	RELACIONADO	enfermedad_en_acto_de_servicio
2231	fallecimiento_del_testador	RELACIONADO	testador
2232	fallecimiento_del_conductor_del_vehiculo	RELACIONADO	conduccion_de_vehiculo
2233	fallecimiento_de_familiar	RELACIONADO	familia
2234	fallecimiento_de_pareja_de_hecho	RELACIONADO	pareja_de_hecho
2235	emigrante_retornado	RELACIONADO	emigracion
2236	fallecimiento_del_usufructuario	RELACIONADO	usufructo
2237	fallecimiento_de_interno_en_establecimiento_penitenciario	RELACIONADO	establecimiento_penitenciario
2238	fallecimiento_en_situacion_asimilada_a_la_del_alta	RELACIONADO	asimilacion_al_alta
2239	fallecimiento_en_situacion_asimilada_a_la_del_alta	RELACIONADO	muerte_del_trabajador
2240	fallecimiento_derivado_de_accidente_no_laboral	RELACIONADO	accidente_no_laboral
2241	fallecimiento_por_infarto	RELACIONADO	infarto_de_miocardio
2242	fallecimiento_por_infarto	RELACIONADO	paralisis_cerebral
2243	fallecimiento_por_suicidio	RELACIONADO	suicidio
2244	fallecimiento_por_shock_hemorragico	RELACIONADO	enfermedad
2245	fallecimiento_por_shock_hemorragico	RELACIONADO	hemorragia_abdominal
2246	fallecimiento_por_shock_hemorragico	RELACIONADO	hemorragia_masiva
2247	fallecimiento_por_shock_traumatico	RELACIONADO	traumatismo_derivado_de_accidente
2248	fallecimiento_del_donante	RELACIONADO	donacion
2249	fallecimiento_del_mutualista	RELACIONADO	mutualidad
2250	fallecimiento_del_pensionista	RELACIONADO	pensionista
2251	fallecimiento_repentino	RELACIONADO	enfermedad_repentina
2252	fallecimiento_de_testigo	RELACIONADO	testigo
2253	fallecimiento_de_una_de_las_partes	RELACIONADO	partes_procesales
2254	fallecimiento_de_la_viuda	RELACIONADO	viudedad
2255	fallecimiento_del_peaton	RELACIONADO	atropello_de_peaton
2256	fallecimiento_del_peaton	RELACIONADO	peaton
2257	pensionista_de_incapacidad_permanente_total	RELACIONADO	incapacidad_permanente_total
2258	hogar_del_pensionista	RELACIONADO	jubilacion
2259	hogar_del_pensionista	RELACIONADO	pensionista
2260	ingresos_del_pensionista	RELACIONADO	pensionista
2261	pensionista_por_jubilacion_anticipada	RELACIONADO	pensionista_por_jubilacion
2262	pensionista_por_jubilacion_anticipada	RELACIONADO	jubilacion_anticipada
2263	pensionista_por_jubilacion	RELACIONADO	jubilacion
2264	muerte_de_personas_civiles	RELACIONADO	poblacion_civil
2265	ataque_contra_la_poblacion_civil	RELACIONADO	muerte_de_personas_civiles
2266	ataque_contra_la_poblacion_civil	RELACIONADO	poblacion_civil
2267	resultado_de_muerte	RELACIONADO	delito_de_imprudencia_con_resultado_de_muerte
2268	resultado_de_muerte	RELACIONADO	delito_de_imprudencia_grave_con_resultado_de_muerte
2269	resultado_de_muerte	RELACIONADO	delito_de_imprudencia_leve_con_resultado_de_muerte
2270	resultado_de_muerte	RELACIONADO	delito_de_lesiones_con_resultado_de_muerte
2271	resultado_de_muerte	RELACIONADO	fallecimiento_en_accidente_de_trabajo
2272	resultado_de_muerte	RELACIONADO	fallecimiento_por_accidente
2273	resultado_de_muerte	RELACIONADO	falta_de_imprudencia_leve_con_resultado_de_muerte
2274	resultado_de_muerte	RELACIONADO	falta_de_lesiones_con_resultado_de_muerte
2275	delito_de_imprudencia_con_resultado_de_muerte	RELACIONADO	delito_de_imprudencia_grave_con_resultado_de_muerte
2276	delito_de_imprudencia_con_resultado_de_muerte	RELACIONADO	delito_de_imprudencia_leve_con_resultado_de_muerte
2277	delito_de_imprudencia_con_resultado_de_muerte	RELACIONADO	imprudencia_punible
2278	delito_de_terrorismo_con_resultado_de_muerte	RELACIONADO	terrorismo
2279	delito_de_terrorismo_con_resultado_de_muerte	RELACIONADO	resultado_de_muerte
2280	muerte_por_asfixia	RELACIONADO	muerte_por_estrangulamiento
2281	muerte_por_asfixia	RELACIONADO	sintomas_de_asfixia
2282	capacidad_de_causar_la_muerte	RELACIONADO	fallecimiento
2283	muerte_instantanea	RELACIONADO	muerte_subita
2284	beneficiarios_en_los_casos_de_muerte	RELACIONADO	beneficiario_de_la_poliza
2285	beneficiarios_en_los_casos_de_muerte	RELACIONADO	beneficiario_efectivo
2286	beneficiarios_en_los_casos_de_muerte	RELACIONADO	unico_beneficiario
2287	posibilidad_de_causar_la_muerte	RELACIONADO	fallecimiento
2288	posibilidad_de_causar_la_muerte	RELACIONADO	causar_la_muerte
2289	causar_la_muerte	RELACIONADO	delito_de_asesinato
2290	causar_la_muerte	RELACIONADO	delito_de_homicidio
2291	adquisicion_por_causa_de_muerte	RELACIONADO	sucesion_hereditaria
2292	ideas_de_muerte	RELACIONADO	suicidio
2293	ideas_de_muerte	RELACIONADO	intento_de_suicidio
2294	ideas_de_muerte	RELACIONADO	fallecimiento_por_suicidio
2295	muerte_por_sobredosis	RELACIONADO	drogadiccion
2296	reconocimiento_de_las_prestaciones_por_muerte_y_supervivencia	RELACIONADO	reconocimiento_de_derecho
2297	reconocimiento_de_las_prestaciones_por_muerte_y_supervivencia	RELACIONADO	prestaciones_de_muerte_y_supervivencia
2298	reconocimiento_de_las_prestaciones_por_muerte_y_supervivencia	RELACIONADO	muerte_y_supervivencia
2299	muerte_del_comodatario	RELACIONADO	comodato
2300	derecho_a_prestacion_de_muerte_y_supervivencia	RELACIONADO	prestaciones_de_muerte_y_supervivencia
2301	pena_de_muerte	RELACIONADO	pena_de_mayor_gravedad
2302	muerte_por_electrocucion	RELACIONADO	descarga_electrica
2303	muerte_por_hemorragia	RELACIONADO	hemorragia_abdominal
2304	muerte_por_hemorragia	RELACIONADO	hemorragia_masiva
2305	muerte_del_fiduciario	RELACIONADO	contrato_de_fiducia
2306	muerte_por_parada_cardiorrespiratoria	RELACIONADO	parada_cardiorrespiratoria
2307	muerte_de_niño	RELACIONADO	edad_infantil
2308	nulidad_del_contrato_de_adquisicion_de_participaciones_preferentes	RELACIONADO	accion_o_participacion_preferente_o_privilegiada
2309	orden_de_adquisicion_de_acciones_preferentes	RELACIONADO	accion_o_participacion_preferente_o_privilegiada
2310	orden_de_adquisicion_de_acciones_preferentes	RELACIONADO	orden_de_compra_de_las_acciones
2311	frustracion_de_la_adquisicion_de_las_participaciones_preferentes	RELACIONADO	accion_o_participacion_preferente_o_privilegiada
2312	contrato_de_adquisicion_de_acciones_preferentes	RELACIONADO	accion_o_participacion_preferente_o_privilegiada
2313	contrato_de_adquisicion_de_acciones_preferentes	RELACIONADO	nulidad_del_contrato_de_adquisicion_de_participaciones_preferentes
2314	nulidad_de_la_orden_de_compra_de_participaciones_preferentes	RELACIONADO	accion_o_participacion_preferente_o_privilegiada
2315	emision_de_acciones_preferentes	RELACIONADO	accion_o_participacion_preferente_o_privilegiada
2316	canje_de_acciones_preferentes	RELACIONADO	accion_o_participacion_preferente_o_privilegiada
2317	orden_de_suscripcion_por_canje_de_acciones_preferentes	RELACIONADO	accion_o_participacion_preferente_o_privilegiada
2318	orden_de_suscripcion_por_canje_de_acciones_preferentes	RELACIONADO	canje_de_acciones_preferentes
2319	caracteristicas_de_las_acciones_preferentes	RELACIONADO	accion_o_participacion_preferente_o_privilegiada
2320	caracteristicas_de_las_acciones_preferentes	RELACIONADO	riesgos_de_las_acciones_preferentes
2321	riesgos_de_las_acciones_preferentes	RELACIONADO	accion_o_participacion_preferente_o_privilegiada
2322	inversor_en_participaciones_preferentes	RELACIONADO	actividad_de_inversion
2323	inversor_en_participaciones_preferentes	RELACIONADO	accion_o_participacion_preferente_o_privilegiada
2324	entidad_emisora_de_las_acciones_preferentes	RELACIONADO	accion_o_participacion_preferente_o_privilegiada
2325	entidad_emisora_de_las_acciones_preferentes	RELACIONADO	actividad_bancaria
2326	comercializacion_de_las_acciones_preferentes	RELACIONADO	accion_o_participacion_preferente_o_privilegiada
2327	inversion_en_participaciones_preferentes	RELACIONADO	accion_o_participacion_preferente_o_privilegiada
2328	regulacion_de_las_acciones_preferentes	RELACIONADO	accion_o_participacion_preferente_o_privilegiada
2329	valor_de_las_participaciones_preferentes	RELACIONADO	valor_del_activo
2330	valor_de_las_participaciones_preferentes	RELACIONADO	accion_o_participacion_preferente_o_privilegiada
2331	complejidad_de_las_acciones_preferentes	RELACIONADO	producto_complejo
2332	complejidad_de_las_acciones_preferentes	RELACIONADO	accion_o_participacion_preferente_o_privilegiada
2333	titular_de_participaciones_preferentes	RELACIONADO	accion_o_participacion_preferente_o_privilegiada
2334	sociedad_minera	RELACIONADO	mineria
2335	atenciones_preferentes	RELACIONADO	atencion_al_publico
2336	personalidad_juridica_de_las_sociedades	RELACIONADO	sociedad
2337	personalidad_juridica_de_las_sociedades	RELACIONADO	persona_juridica
2338	sociedad_de_arrendamiento_financiero	RELACIONADO	contrato_de_arrendamiento_financiero
2339	precariedad_economica	RELACIONADO	desequilibrio_economico
2340	regimen_de_sociedades_patrimoniales	RELACIONADO	sociedad_patrimonial
2341	evolucion_de_las_acciones_preferentes	RELACIONADO	accion_o_participacion_preferente_o_privilegiada
2342	autoliquidacion_del_impuesto_de_sociedades	RELACIONADO	impuesto_sobre_sociedades
2343	recuperacion_del_dinero_invertido_en_acciones_preferentes	RELACIONADO	accion_o_participacion_preferente_o_privilegiada
2344	devolucion_del_importe_de_la_multa	RELACIONADO	abono_de_multa
2345	devolucion_del_importe_de_la_multa	RELACIONADO	multa_pecuniaria
2346	renuncia_al_ejercicio_del_derecho_de_suscripcion_preferente	RELACIONADO	suscripcion_de_participaciones_preferentes
2347	transmision_del_derecho_de_suscripcion_preferente	RELACIONADO	derecho_de_suscripcion_preferente
2348	supresion_del_derecho_de_suscripcion_preferente	RELACIONADO	derecho_de_suscripcion_preferente
2349	derecho_de_suscripcion_preferente_en_la_ampliacion_de_capital	RELACIONADO	derecho_de_suscripcion_preferente
2350	derecho_de_suscripcion_preferente_en_la_ampliacion_de_capital	RELACIONADO	ampliacion_del_capital_social
2351	exclusion_del_derecho_de_suscripcion_preferente	RELACIONADO	derecho_de_suscripcion_preferente
2352	perpetuidad_de_las_acciones_preferentes	RELACIONADO	accion_o_participacion_preferente_o_privilegiada
2353	emplazamientos_preferentes	RELACIONADO	termino_del_emplazamiento
2354	viabilidad_de_las_participaciones_preferentes	RELACIONADO	accion_o_participacion_preferente_o_privilegiada
2355	merito_preferente	RELACIONADO	baremo_de_meritos
2356	merito_preferente	RELACIONADO	concurso_de_meritos
2357	merito_preferente	RELACIONADO	estimacion_de_meritos
2358	carga_preferente	RELACIONADO	carga_hipotecaria
2359	resolucion_aprobatoria_del_deslinde	RELACIONADO	accion_de_deslinde
2360	linea_de_deslinde_del_dominio_publico_maritimo_terrestre	RELACIONADO	deslinde_de_los_bienes_de_dominio_publico_maritimo_terrestre
2361	expediente_de_deslinde_del_dominio_publico_maritimo_terrestre	RELACIONADO	deslinde_de_los_bienes_de_dominio_publico_maritimo_terrestre
2362	expediente_de_deslinde_de_dominio_publico_hidraulico	RELACIONADO	deslinde_del_dominio_publico_hidraulico
2363	deslinde_de_via_pecuaria	RELACIONADO	via_pecuaria
2364	ejercicio_de_la_accion_de_deslinde	RELACIONADO	accion_de_deslinde
2365	fecha_de_incoacion_del_expediente_de_justiprecio	RELACIONADO	expediente_de_justiprecio
2366	fecha_de_incoacion_del_expediente_de_expulsion	RELACIONADO	expediente_de_expulsion
2367	fecha_de_incoacion_del_expediente_administrativo	RELACIONADO	expediente_administrativo
2368	sociedad_mercantil_irregular	RELACIONADO	disolucion_de_sociedad_irregular
2369	sociedad_civil_irregular	RELACIONADO	disolucion_de_sociedad_irregular
2370	sociedades_fiduciarias	RELACIONADO	administracion_fiduciaria
2371	fecha_de_incoacion_del_expediente_disciplinario	RELACIONADO	expediente_disciplinario
2372	incoacion_del_expediente_de_deslinde	RELACIONADO	expediente_de_deslinde
2373	tramitacion_del_expediente	RELACIONADO	expediente
2374	personas_afectadas_por_el_deslinde	RELACIONADO	accion_de_deslinde
2375	impugnacion_del_deslinde	RELACIONADO	accion_de_impugnacion
2376	impugnacion_del_deslinde	RELACIONADO	accion_de_deslinde
2377	deslinde_del_monte_publico	RELACIONADO	monte_publico
2378	deslinde_del_monte_publico	RELACIONADO	monte_catalogado
2379	procedimiento_de_deslinde_maritimo_terrestre	RELACIONADO	deslinde_de_los_bienes_de_dominio_publico_maritimo_terrestre
2380	trazado_de_la_linea_de_deslinde	RELACIONADO	linea_de_deslinde
2381	deslinde_de_terminos_municipales	RELACIONADO	termino_municipal
2382	linea_probable_de_deslinde	RELACIONADO	linea_de_deslinde
2383	titular_de_la_finca_afectada_por_el_deslinde	RELACIONADO	titular_de_la_finca
2384	titular_de_la_finca_afectada_por_el_deslinde	RELACIONADO	deslinde_de_fincas
2385	procedencia_de_la_accion_de_deslinde	RELACIONADO	accion_de_deslinde
2386	deslinde_del_tramo_de_costa	RELACIONADO	sistema_litoral
2387	prosperabilidad_de_la_accion_de_deslinde	RELACIONADO	accion_de_deslinde
2388	viabilidad_de_la_accion_de_deslinde	RELACIONADO	accion_de_deslinde
2389	improcedencia_de_la_accion_de_deslinde	RELACIONADO	accion_de_deslinde
2390	finalidad_de_la_accion_de_deslinde	RELACIONADO	accion_de_deslinde
2391	deslinde_competencial	RELACIONADO	accion_de_deslinde
2392	deslinde_de_la_frontera	RELACIONADO	frontera
2393	convenio_colectivo_del_transporte_de_mercancias_por_carretera	RELACIONADO	transporte_de_mercancias_por_carretera
2394	via_de_transporte_eminentemente_urbana	RELACIONADO	via_de_comunicacion_interurbana
2395	ciudad_europea	RELACIONADO	europa
2396	transporte_publico_urbano	RELACIONADO	autobus_urbano
2397	terminales_de_transporte	RELACIONADO	acceso_a_terminal_de_transporte
2398	prestacion_de_servicios_de_transporte_de_viajeros	RELACIONADO	prestacion_de_servicio_publico
2399	prestacion_de_servicios_de_transporte_de_viajeros	RELACIONADO	transporte_de_viajeros
2400	prestacion_de_servicios_de_transporte_maritimo	RELACIONADO	transporte_maritimo
2401	prestacion_de_servicios_de_transporte	RELACIONADO	servicio_de_transporte
2402	prestacion_de_servicios_de_transporte_ferroviario	RELACIONADO	transporte_por_ferrocarril
2403	convenio_colectivo_de_trabajo_para_las_empresas_y_trabajadores_de_transporte_de_enfermos_y_accidentados_en_ambulancia	RELACIONADO	traslado_en_ambulancia
2404	delito_de_cheque_en_descubierto	RELACIONADO	cheque_sin_fondos
2405	empresas_de_transporte_de_mercancias	RELACIONADO	transporte_de_mercancias
2406	vigilante_de_seguridad_de_transporte_de_explosivos	RELACIONADO	transporte_de_explosivos
2407	transporte_de_dinero	RELACIONADO	dinero_en_metalico
2408	servicio_de_transporte_de_fondos	RELACIONADO	transporte_de_dinero
2409	reglamento_nacional_de_los_servicios_urbanos_e_interurbanos_de_transporte_de_automoviles_ligeros	RELACIONADO	transporte
2410	contrato_de_transporte_escolar	RELACIONADO	transporte_escolar
2411	ruta_de_transporte_escolar	RELACIONADO	acompañante_de_transporte_escolar
2412	ruta_de_transporte_escolar	RELACIONADO	transporte_escolar
2413	medios_de_transporte_publico	RELACIONADO	transporte_publico_urbano
2414	medios_de_transporte_publico	RELACIONADO	servicio_publico
2415	contrato_de_transporte_internacional_de_mercancias	RELACIONADO	transporte_internacional_de_mercancias
2416	red_nacional_integrada_de_transporte_ferroviario	RELACIONADO	transporte_por_ferrocarril
2417	lineas_de_transporte	RELACIONADO	transporte
2418	contrato_de_transporte_multimodal	RELACIONADO	transporte_multimodal
2419	operador_de_transporte_multimodal	RELACIONADO	contrato_de_transporte_multimodal
2420	operador_de_transporte_multimodal	RELACIONADO	transporte_multimodal
2421	categoria_profesional_de_empleada_de_hogar	RELACIONADO	servicio_domestico
2422	categoria_profesional_de_empleada_de_hogar	RELACIONADO	regimen_especial_de_empleados_de_hogar
2423	utilizacion_de_medio_de_transporte	RELACIONADO	medio_de_transporte
2424	recogida_y_transporte_de_residuos_solidos_urbanos	RELACIONADO	transporte_al_lugar_de_tratamiento_y_eliminacion_de_residuos
2425	transporte_de_residuos	RELACIONADO	recogida_y_transporte_de_residuos_solidos_urbanos
2426	transporte_de_residuos	RELACIONADO	transporte_al_lugar_de_tratamiento_y_eliminacion_de_residuos
2427	sector_del_transporte_sanitario	RELACIONADO	sector_del_transporte
2428	sector_del_transporte_sanitario	RELACIONADO	prestacion_de_transporte_sanitario
2429	reinversion_en_los_supuestos_de_transmision_de_vivienda_habitual	RELACIONADO	transmision_de_la_vivienda_habitual
2430	transporte_en_automovil	RELACIONADO	automovil
2431	contratos_de_transporte_con_vehiculo_propio	RELACIONADO	vehiculo
2432	via_de_transporte_interurbano	RELACIONADO	via_de_transporte_eminentemente_urbana
2433	transporte_maritimo_regular	RELACIONADO	transporte_regular
2434	transporte_aereo_regular	RELACIONADO	transporte_regular
2435	contrato_de_transporte_terrestre_de_mercancias	RELACIONADO	transporte_de_mercancias
2436	contrato_de_transporte_terrestre_de_mercancias	RELACIONADO	contrato_de_transporte_internacional_de_mercancias
2437	servicio_de_transporte_publico	RELACIONADO	medios_de_transporte_publico
2438	gestor_de_la_red_de_transporte	RELACIONADO	red_de_transporte
2439	junta_arbitral_de_transporte	RELACIONADO	transporte
2440	autorizacion_de_transporte_privado	RELACIONADO	transporte_privado
2441	corredor_de_transporte_de_energia_electrica	RELACIONADO	transporte_de_energia_electrica
2442	transporte_combinado	RELACIONADO	transporte_multimodal
2443	actividad_de_transporte_de_viajeros	RELACIONADO	transporte_de_viajeros
2444	contrato_de_transporte_maritimo	RELACIONADO	transporte_maritimo
2445	contrato_de_transporte_maritimo	RELACIONADO	prestacion_de_servicios_de_transporte_maritimo
2446	contrato_de_transporte_maritimo	RELACIONADO	servicios_de_transporte_maritimo
2447	autorizacion_de_transporte_publico	RELACIONADO	servicio_de_transporte_publico
2448	reglamento_nacional_del_transporte_de_mercancias_peligrosas_por_carretera	RELACIONADO	transporte_de_mercancias_peligrosas
2449	transporte_de_mobiliario_y_enseres	RELACIONADO	mobiliario_y_enseres
2450	gastos_de_transporte_de_mobiliario_y_enseres	RELACIONADO	mobiliario_y_enseres
2451	transporte_de_la_droga_intervenida	RELACIONADO	transporte_de_droga
2452	transporte_de_la_droga_intervenida	RELACIONADO	sustancia_estupefaciente
2453	transporte_maritimo_de_mercancias	RELACIONADO	transporte_de_mercancias
2454	retribucion_de_la_actividad_de_transporte_de_energia_electrica	RELACIONADO	energia_electrica
2455	retribucion_de_la_actividad_de_transporte_de_energia_electrica	RELACIONADO	transporte_de_energia_electrica
2456	retribucion_de_la_actividad_de_transporte	RELACIONADO	transporte
2457	transporte_de_pescado	RELACIONADO	comercio_del_pescado
2458	retrasos_en_el_transporte_aereo_de_pasajeros	RELACIONADO	retraso_del_vuelo
2459	retrasos_en_el_transporte_aereo_de_pasajeros	RELACIONADO	transporte_aereo_de_personas
2460	dietas_de_viaje	RELACIONADO	dietas_de_alojamiento
2461	dietas_de_viaje	RELACIONADO	gastos_de_desplazamiento
2462	acceso_a_la_red_de_transporte	RELACIONADO	red_de_transporte
2463	procedimiento_de_liquidacion_de_los_costes_de_transporte_distribucion_y_comercializacion_a_tarifa	RELACIONADO	acto_de_liquidacion
2464	procedimiento_de_liquidacion_de_los_costes_de_transporte_distribucion_y_comercializacion_a_tarifa	RELACIONADO	transporte
2465	procedimiento_de_liquidacion_de_los_costes_de_transporte_distribucion_y_comercializacion_a_tarifa	RELACIONADO	distribucion
2466	coste_de_transporte	RELACIONADO	transporte
2467	contrato_de_seguro_de_transporte	RELACIONADO	transporte
2468	contrato_de_seguro_de_transporte_internacional_de_mercancias	RELACIONADO	transporte_internacional_de_mercancias
2469	contrato_de_seguro_de_transporte_terrestre_de_mercancias	RELACIONADO	contrato_de_transporte_terrestre_de_mercancias
2470	obras_de_alumbrado_publico	RELACIONADO	alumbrado_de_la_via_publica
2471	categoria_profesional_de_peon_de_defensa_forestal	RELACIONADO	categoria_profesional_de_peon
2472	categoria_profesional_de_peon_de_defensa_forestal	RELACIONADO	incendio_forestal
2473	categoria_profesional_de_peon_de_defensa_forestal	RELACIONADO	medidas_de_seguridad_contra_incendios
2474	categoria_profesional_de_peon_de_defensa_forestal	RELACIONADO	riesgo_de_incendio_forestal
2475	categoria_profesional_de_peon_limpiador	RELACIONADO	categoria_profesional_de_peon
2476	categoria_profesional_de_peon_de_albañil	RELACIONADO	categoria_profesional_de_peon
2477	categoria_profesional_de_peon_jardinero	RELACIONADO	obra_de_jardineria
2478	categoria_profesional_de_peon_de_la_construccion	RELACIONADO	categoria_profesional_de_peon
2479	categoria_profesional_de_peon_especialista	RELACIONADO	categoria_profesional_de_peon
2480	categoria_profesional_de_peon_agricola	RELACIONADO	categoria_profesional_de_peon
2481	categoria_profesional_de_peon_agricola	RELACIONADO	trabajador_agricola
2482	categoria_profesional_de_conductor	RELACIONADO	conductor_repartidor
2483	categoria_profesional_de_bombero_conductor	RELACIONADO	bombero
2484	categoria_profesional_de_bombero_conductor	RELACIONADO	categoria_profesional_de_bombero
2485	categoria_profesional_de_camarera_limpiadora	RELACIONADO	categoria_profesional_de_limpiadora
2486	categoria_profesional_de_portero	RELACIONADO	portero_de_finca_urbana
2487	categoria_profesional_de_socorrista	RELACIONADO	monitor_socorrista
2488	categoria_profesional_de_socorrista	RELACIONADO	socorrista_de_la_piscina
2489	categoria_profesional_de_almacenero	RELACIONADO	agente_de_almacen
2490	categoria_profesional_de_jardinero	RELACIONADO	categoria_profesional_de_peon_jardinero
2491	categoria_profesional_de_electricista	RELACIONADO	electricista_autonomo
2492	categoria_profesional_de_oficial_administrativo	RELACIONADO	administrativo
2493	ascenso_a_la_categoria_de_oficial_de_policia	RELACIONADO	ascenso_a_la_categoria_superior
2494	ascenso_a_la_categoria_de_oficial_de_policia	RELACIONADO	categoria_profesional_de_oficial_de_policia
2495	categoria_profesional_de_pintor	RELACIONADO	pintor_autonomo
2496	categoria_profesional_de_informador_turistico	RELACIONADO	sector_turistico
2497	categoria_profesional_de_envasadora	RELACIONADO	actividad_de_envasado
2498	categoria_profesional_de_carretillero	RELACIONADO	operador_de_carretilla_elevadora
2499	categoria_profesional_de_ayudante_minero	RELACIONADO	mineria
2500	categoria_profesional_de_ayudante_minero	RELACIONADO	trabajadores_por_cuenta_ajena_en_el_sector_minero
2501	categoria_profesional_de_teleoperador_especialista	RELACIONADO	puesto_de_teleoperador
2502	reconocimiento_de_una_categoria_superior	RELACIONADO	ascenso_a_la_categoria_superior
2503	reconocimiento_de_una_categoria_superior	RELACIONADO	categoria_profesional
2504	reconocimiento_de_categoria_profesional	RELACIONADO	categoria_profesional
2505	categoria_profesional_de_jefe_de_obra	RELACIONADO	equipo_tecnico_facultativo_de_la_obra
2506	categoria_profesional_de_consultor	RELACIONADO	trabajo_de_consultoria
2507	categoria_profesional_de_gruista	RELACIONADO	operador_de_grua
2508	categoria_profesional_de_cobrador_de_peaje	RELACIONADO	autopista_de_peaje
2509	categoria_profesional_de_tecnico_informatico	RELACIONADO	personal_informatico
2510	categoria_profesional_de_camarero	RELACIONADO	camarero_del_bar
2511	categoria_profesional_de_ingeniero	RELACIONADO	ingeniero
2512	funciones_propias_de_la_categoria_profesional	RELACIONADO	categoria_profesional
2513	utilizacion_de_animales_con_fines_experimentales	RELACIONADO	animal
2514	utilizacion_de_animales_con_fines_experimentales	RELACIONADO	animal_de_laboratorio
2515	industria_cosmetica	RELACIONADO	actividad_industrial
2516	industria_cosmetica	RELACIONADO	industria_quimica
2517	prohibicion_de_edificacion	RELACIONADO	edificacion
2518	clasificacion_de_suelo_no_urbanizable	RELACIONADO	suelo_urbanizable
2519	plus_de_responsable_de_equipo_de_vigilancia	RELACIONADO	control_y_vigilancia
2520	vigilante_de_explosivos	RELACIONADO	vigilante_de_seguridad_de_transporte_de_explosivos
2521	servicio_de_transporte_aereo	RELACIONADO	servicio_de_transporte
2522	ley_de_transporte_maritimo	RELACIONADO	transporte_maritimo
2523	transporte_funerario	RELACIONADO	servicios_funerarios
2524	servicio_de_transporte_ferroviario	RELACIONADO	transporte_por_ferrocarril
2525	transporte_de_gas_natural	RELACIONADO	conduccion_subterranea_de_gas
2526	transporte_de_gas_natural	RELACIONADO	gas_natural_compañia
2527	transporte_de_hachis	RELACIONADO	derivados_del_cannabis
2528	comisionista_de_transporte	RELACIONADO	obligacion_del_comisionista
2529	comisionista_de_transporte	RELACIONADO	garantia_del_comisionista
2530	comisionista_de_transporte	RELACIONADO	transporte
2531	empresas_de_transporte_de_viajeros	RELACIONADO	transporte_de_viajeros
2532	reglamento_nacional_de_servicios_urbanos_e_interurbanos_de_transporte_en_automoviles_ligeros	RELACIONADO	servicio_de_transporte
2533	uso_dotacional_de_transporte_aereo	RELACIONADO	suelo_destinado_a_aeropuerto
2534	vehiculo_dedicado_al_transporte	RELACIONADO	transporte_en_automovil
2535	desplazamiento_en_un_medio_de_transporte_publico	RELACIONADO	medios_de_transporte_publico
2536	reventa_de_medios_de_transporte	RELACIONADO	medio_de_transporte
2537	transporte_de_droga_con_finalidad_de_trafico	RELACIONADO	trafico_de_drogas
2538	servicio_de_transporte_colectivo	RELACIONADO	transporte_publico_colectivo_de_personas
2539	transporte_de_escombros	RELACIONADO	vertedero_de_escombros
2540	medios_alternativos_de_transporte	RELACIONADO	transporte
2541	falta_de_titulo_de_transporte_valido	RELACIONADO	tarjeta_de_transporte
2542	directiva_sobre_fusiones	RELACIONADO	fusion_de_sociedades
2543	transporte_de_contenedores	RELACIONADO	cubo_de_basura
2544	contrato_de_transporte_de_viajeros	RELACIONADO	transporte_de_viajeros
2545	transporte_de_cocaina	RELACIONADO	transporte_de_droga
2546	transporte_de_cocaina	RELACIONADO	cocaina
2547	transporte_de_energia_electrica_de_alta_tension	RELACIONADO	instalaciones_de_transporte_de_energia_electrica_de_alta_tension
2548	transporte_de_energia_electrica_de_alta_tension	RELACIONADO	alta_tension
2549	productos_vacacionales_de_larga_duracion	RELACIONADO	paquete_turistico
2550	productos_vacacionales_de_larga_duracion	RELACIONADO	periodo_de_vacaciones
2551	actividad_empresarial_de_transporte_de_mercancias	RELACIONADO	transporte_de_mercancias
2552	transporte_de_paqueteria	RELACIONADO	transporte_de_mercancias
2553	transporte_de_paqueteria	RELACIONADO	paquete_postal
2554	fomento_del_transporte_publico	RELACIONADO	mecanismos_de_fomento
2555	fomento_del_transporte_publico	RELACIONADO	transporte_publico_urbano
2556	transporte_pesado	RELACIONADO	transporte_de_mercancias
2557	prestacion_de_servicio_de_transporte_con_vehiculo_propio	RELACIONADO	contratos_de_transporte_con_vehiculo_propio
