	nombre	descriptivo	principal
20910	helipuerto_eventual	1.0	0.0
20911	zona_de_seguridad_radioelectrica	1.0	0.0
20912	operaciones_sujetas_a_retencion	1.0	0.0
20913	deposito_de_explosivos	1.0	0.0
20914	delito_de_deposito_de_explosivos	1.0	1.0
20915	gastos_de_transporte	1.0	0.0
20916	gastos_de_amortizacion_de_activos_fijos	1.0	0.0
20917	itinerario_peatonal	1.0	0.0
20918	normas_sobre_accesibilidad	1.0	0.0
20919	cadena_de_supermercados	1.0	0.0
20920	vigencia_de_la_licencia	1.0	0.0
20921	perdida_de_vigencia_de_la_licencia	1.0	0.0
20922	inversion_en_renovacion	1.0	0.0
20923	generacion_de_plusvalia	1.0	0.0
20924	periodo_de_generacion_de_plusvalia	1.0	0.0
20925	entrega_de_anticipo	1.0	0.0
20926	provision_por_desmantelamiento	1.0	0.0
20927	cubierta_vegetal	1.0	0.0
20928	franja_de_seguridad	1.0	0.0
20929	terrenos_forestales_incendiados	1.0	0.0
20930	correo_certificado	1.0	0.0
20931	certificado_de_estudios_primarios	1.0	0.0
20932	certificado_de_antecedentes_penales	1.0	0.0
20933	certificado_medico	1.0	0.0
20934	certificado_de_escolaridad	1.0	0.0
20935	notificacion_por_correo_certificado	1.0	0.0
20936	emision_del_certificado	1.0	0.0
20937	certificado_del_secretario_del_ayuntamiento	1.0	0.0
20938	aportacion_de_certificado	1.0	0.0
20939	certificado_individual_de_seguro	1.0	0.0
20940	certificado_de_retenciones_e_ingresos_a_cuenta	1.0	0.0
20941	repoblacion_forestal	1.0	0.0
20942	sensibilidad_ambiental	1.0	0.0
20943	base_de_amortizacion	1.0	0.0
20944	coste_de_desmantelamiento	1.0	0.0
20945	obligacion_de_desmantelamiento	1.0	0.0
20946	desmantelamiento_de_instalacion	1.0	0.0
20947	obligacion_de_rehabilitacion	1.0	0.0
20948	vida_util_del_inmovilizado	1.0	0.0
20949	actualizacion_de_la_provision	1.0	0.0
20950	cuota_lineal	1.0	0.0
20951	operacion_de_compra	1.0	0.0
20952	criterio_de_amortizacion	1.0	0.0
20953	financiacion_del_inmovilizado	1.0	0.0
20954	campamento_de_turismo	1.0	0.0
20955	tienda_de_campaña	1.0	0.0
20956	feria_de_ganado	1.0	0.0
20957	financiacion_de_existencias	1.0	0.0
20958	expediente_de_ruina	1.0	0.0
20959	jardin_historico	1.0	0.0
20960	beneficio_operativo	1.0	0.0
20961	conjunto_etnologico	1.0	0.0
20962	periodo_de_montaje	1.0	0.0
20963	inversion_en_maquinaria	1.0	0.0
20964	obligacion_de_rendir_cuentas	1.0	0.0
20965	cuenta_analitica	1.0	0.0
20966	censor_jurado_de_cuentas	1.0	0.0
20967	suelo_rustico_con_proteccion_cultural	1.0	0.0
20968	formas_del_delito_de_atentado	1.0	0.0
20969	concepto_de_autor_de_un_delito_de_atentado	1.0	0.0
20970	pantalla_de_recepcion_de_ondas	1.0	0.0
20971	vertido_de_basuras	1.0	0.0
20972	mobiliario_urbano	1.0	0.0
20973	circulacion_viaria	1.0	0.0
20974	cuadro_electrico	1.0	0.0
20975	plan_de_modernizacion	1.0	0.0
20976	conjunto_monumental	1.0	0.0
20977	estado_ruinoso	1.0	0.0
20978	contaminacion_visual	1.0	0.0
20979	zona_de_servidumbre_arqueologica	1.0	0.0
20980	remocion_de_terrenos	1.0	0.0
20981	final_de_la_vida_del_prestamo	1.0	0.0
20982	obtencion_de_prestamo	1.0	0.0
20983	espacio_etnologico	1.0	0.0
20984	monumento_historico	1.0	0.0
20985	inmueble_de_relevancia_local	1.0	0.0
20986	vencimiento_del_pago	1.0	0.0
20987	vencimiento_del_periodo_voluntario_de_pago	1.0	0.0
20988	intereses_de_deuda	1.0	0.0
20989	proveedor_de_inmovilizado	1.0	0.0
20990	vencimiento_de_prestamo	1.0	0.0
20991	vencimiento_anticipado_del_prestamo	1.0	0.0
20992	inmueble_inventariado	1.0	0.0
20993	demolicion_sin_autorizacion	1.0	0.0
20994	estado_primigenio	1.0	0.0
20995	carga_financiera	1.0	0.0
20996	generacion_de_ingresos	1.0	0.0
20997	zona_paleontologica	1.0	0.0
20998	generacion_de_gastos	1.0	0.0
20999	generacion_de_perjuicios	1.0	0.0
21000	yacimiento_catalogado	1.0	0.0
21001	cuenta_de_gastos	1.0	0.0
21002	intervencion_arqueologica	1.0	0.0
21003	cuenta_de_inmovilizado_material	1.0	0.0
21004	partida_de_ingresos	1.0	0.0
21005	gastos_de_correccion	1.0	0.0
21006	alquiler_de_grua	1.0	0.0
21007	camino_de_santiago	1.0	0.0
21008	plan_especial_del_camino_de_santiago	1.0	0.0
21009	proteccion_de_los_caminos_de_santiago	1.0	0.0
21010	precio_actual_de_mercado	1.0	0.0
21011	coste_de_inspeccion	1.0	0.0
21012	coste_marginal	1.0	0.0
21013	ruta_de_la_plata	1.0	0.0
21014	zona_lateral_de_proteccion	1.0	0.0
21015	inventario_arqueologico	1.0	0.0
21016	maternidad_por_adopcion	1.0	0.0
21017	solicitud_de_prestacion_de_maternidad	1.0	0.0
21018	efectos_de_la_prestacion_por_maternidad	1.0	0.0
21019	asociacion_con_la_marca_anterior	1.0	0.0
21020	convenio_colectivo_anterior	0.0	0.0
21021	cierre_del_ejercicio_anterior	1.0	0.0
21022	marca_nacional_anterior	1.0	0.0
21023	centro_concertado	1.0	0.0
21024	inventario_de_bienes_municipales	1.0	0.0
21025	momento_inmediatamente_anterior	1.0	0.0
21026	inventario_de_la_herencia	1.0	0.0
21027	inventario_de_la_comunidad_matrimonial	1.0	0.0
21028	reclasificacion_de_suelo_urbanizable	1.0	0.0
21029	reclasificacion_de_suelo_no_urbanizable	1.0	0.0
21030	plataforma_ferroviaria	1.0	0.0
21031	ruina_fisica_irrecuperable	1.0	0.0
21032	monumento_declarado_bien_de_interes_cultural	1.0	0.0
21033	infraestructura_publica	1.0	0.0
21034	periodo_de_concesion	1.0	0.0
21035	periodo_de_renovacion	1.0	0.0
21036	amortizacion_lineal	1.0	0.0
21037	recuperacion_del_coste_de_inversion	1.0	0.0
21038	promocion_de_actividad_empresarial	1.0	0.0
21039	denominacion_oficial	1.0	0.0
21040	profesor_de_musica	1.0	0.0
21041	pintura_rupestre	1.0	0.0
21042	instituto_nacional_de_las_artes_escenicas_y_de_la_musica	0.0	0.0
21043	castillo_español	1.0	0.0
21044	nombramiento_de_abogado_de_oficio	1.0	0.0
21045	celebracion_de_espectaculos	1.0	0.0
21046	obtencion_de_certificado	1.0	0.0
21047	capacidad_de_absorcion_de_extranjeros	1.0	0.0
21048	transmision_a_titulo_lucrativo	1.0	0.0
21049	absorcion_del_concepto_de_turnicidad_en_el_de_productividad	1.0	0.0
21050	escritura_de_fusion_por_absorcion	1.0	0.0
21051	capacidad_de_absorcion	1.0	0.0
21052	reversion_del_deterioro	1.0	0.0
21053	riesgo_de_absorcion_de_perdidas	1.0	0.0
21054	intercambio_de_activo	1.0	0.0
21055	regla_de_la_absorcion	1.0	0.0
21056	terreno_edificable	1.0	0.0
21057	absorcion_de_alcohol	1.0	0.0
21058	inscripcion_de_la_absorcion	1.0	0.0
21059	absorcion_en_el_complemento_de_productividad_media	1.0	0.0
21060	sepblac	0.0	0.0
21061	informe_del_sepblac	1.0	0.0
21062	comision_de_prevencion_del_blanqueo_de_capitales_e_infracciones_monetarias	0.0	0.0
21063	regularizacion_de_balance	1.0	0.0
21064	delito_de_abuso_sexual	1.0	1.0
21065	resultado_contable_negativo	1.0	0.0
21066	movimientos_de_cuenta	1.0	0.0
21067	circunstancia_agravante_de_abuso_de_superioridad	1.0	1.0
21068	abuso_de_confianza_en_el_desempeño_del_trabajo	1.0	0.0
21069	requisitos_del_abuso_de_derecho	1.0	0.0
21070	abuso_de_benzodiacepinas	1.0	0.0
21071	delimitacion_cartografica	1.0	0.0
21072	paisaje_cultural	1.0	0.0
21073	segregacion_parcelaria	1.0	0.0
21074	catalogo_urbanistico_municipal	1.0	0.0
21075	declaracion_municipal_de_ruina	1.0	0.0
21076	yacimiento_al_descubierto	1.0	0.0
21077	yacimiento_de_interes_cientifico	1.0	0.0
21078	indemnizacion_por_servidumbre	1.0	0.0
21079	depreciacion_del_inmovilizado	1.0	0.0
21080	indemnizacion_por_servidumbre_de_paso	1.0	0.0
21081	indemnizacion_por_servidumbre_electrica	1.0	0.0
21082	indemnizacion_por_servidumbre_aerea	1.0	0.0
21083	depreciacion_en_el_mercado	1.0	0.0
21084	sistema_geodesico	1.0	0.0
21085	grado_de_obsolescencia	1.0	0.0
21086	obsolescencia_tecnica	1.0	0.0
21087	depreciacion_efectiva	1.0	0.0
21088	inicio_de_la_amortizacion	1.0	0.0
21089	cuota_constante	1.0	0.0
21090	gasto_de_amortizacion	1.0	0.0
21091	coste_de_rehabilitacion	1.0	0.0
21092	depreciacion_contable	1.0	0.0
21093	doctrina_de_la_accesion	1.0	0.0
21094	clima_mediterraneo	1.0	0.0
21095	depreciacion_por_obsolescencia	1.0	0.0
21096	accesion_automatica	1.0	0.0
21097	oferta_deportiva	1.0	0.0
21098	coeficiente_de_obsolescencia_tecnologica	1.0	0.0
21099	activo_minero	1.0	0.0
21100	deduccion_de_amortizacion	1.0	0.0
21101	parametro_urbanistico	1.0	0.0
21102	area_residencial	1.0	0.0
21103	pista_de_tenis	1.0	0.0
21104	valor_contable_del_inmovilizado	1.0	0.0
21105	fecha_de_reversion	1.0	0.0
21106	precio_del_activo	1.0	0.0
21107	actore_non_probante_reus_est_absolvendus	1.0	0.0
21108	actos_concluyentes	1.0	0.0
21109	accion_decenal	1.0	0.0
21110	variacion_de_precio_del_activo	1.0	0.0
21111	disminucion_del_valor_del_activo	1.0	0.0
21112	capitalizacion_bursatil	1.0	0.0
21113	plano_de_propuesta	1.0	0.0
21114	plano_de_planta	1.0	0.0
21115	calendario_de_ejecucion_de_obra	1.0	0.0
21116	vertedero_clausurado	1.0	0.0
21117	accion_penal	1.0	0.0
21118	aceptacion_cambiaria	1.0	0.0
21119	aconfesionalidad	1.0	0.0
21120	acrecimiento_de_herencia	1.0	0.0
21121	vida_util_indefinida	1.0	0.0
21122	proyeccion_de_flujos_de_efectivo	1.0	0.0
21123	acto_administrativo_tacito	1.0	0.0
21124	acto_ilicito_internacional	1.0	0.0
21125	acto_procesal	1.0	0.0
21126	actos_previos_en_el_proceso	1.0	0.0
21127	coeficiente_de_ocupacion_maxima	1.0	0.0
21128	acuerdo_amistoso	1.0	0.0
21129	estudio_de_paisaje	1.0	0.0
21130	acuerdo_no_normativo	0.0	0.0
21131	superficie_minima	1.0	0.0
21132	superficie_minima_edificable	1.0	0.0
21133	ad_impossibilia_nemo_tenetur	1.0	0.0
21134	superficie_minima_de_cultivo	1.0	0.0
21135	mercado_fiable	1.0	0.0
21136	flora_autoctona	1.0	0.0
21137	fauna_autoctona	1.0	0.0
21138	flujo_de_tesoreria	1.0	0.0
21139	administracion_financiera	1.0	0.0
21140	administracion_periferica	1.0	0.0
21141	valor_actualizado_neto	1.0	0.0
21142	circunstancia_agravante_de_incendio	1.0	0.0
21143	ambito_organicista_del_empresario	1.0	0.0
21144	amparo_electoral	1.0	0.0
21145	politica_deportiva	1.0	0.0
21146	infraestructura_deportiva	1.0	0.0
21147	plan_director_de_instalaciones_deportivas	1.0	0.0
21148	ubicacion_geografica	1.0	0.0
21149	modelo_economico	1.0	0.0
21150	computo_de_edificabilidad	1.0	0.0
21151	evaluacion_de_impacto_estructural	1.0	0.0
21152	complejo_comercial	1.0	0.0
21153	superficie_util	1.0	0.0
21154	superficie_util_maxima	1.0	0.0
21155	precio_pactado_de_venta	1.0	0.0
21156	venta_de_inmovilizado	1.0	0.0
21157	asiento_de_ventas	1.0	0.0
21158	valor_contable_de_la_maquinaria	1.0	0.0
21159	pago_al_contado	1.0	0.0
21160	aplicacion_de_la_pena	1.0	0.0
21161	aeropuerto_comercial	1.0	0.0
21162	arbitrio_municipal	1.0	0.0
21163	armonizacion_legislativa	1.0	0.0
21164	venta_directa	1.0	0.0
21165	articulo_de_previo_pronunciamiento	1.0	0.0
21166	venta_indirecta	1.0	0.0
21167	asamblea_general_de_cooperativa	1.0	0.0
21168	asamblea_parlamentaria	1.0	0.0
21169	asamblea_regional	1.0	0.0
21170	audiencia_al_rebelde	1.0	0.0
21171	fecha_de_venta	1.0	0.0
21172	coeficiente_de_depreciacion	1.0	0.0
21173	depreciacion_de_cartera	1.0	0.0
21174	porcentaje_de_depreciacion	1.0	0.0
21175	depreciacion_de_vehiculo	1.0	0.0
21176	curva_de_depreciacion	1.0	0.0
21177	autonomia_parlamentaria	1.0	0.0
21178	principio_de_autotutela_administrativa	1.0	0.0
21179	auxilio_jurisdiccional	1.0	0.0
21180	bastanteo_de_poderes	1.0	0.0
21181	bienes_de_las_entidades_locales	1.0	1.0
21182	bienes_del_patrimonio_nacional	1.0	0.0
21183	bien_mostrenco	1.0	0.0
21184	reserva_de_suelo_dotacional	1.0	0.0
21185	reserva_de_suelo_no_urbanizable	1.0	0.0
21186	establecimiento_comercial_singular	1.0	0.0
21187	gran_establecimiento_comercial	1.0	0.0
21188	licencia_de_gran_establecimiento_comercial	1.0	0.0
21189	linea_transfronteriza	1.0	0.0
21190	linea_de_largo_recorrido	1.0	0.0
21191	linea_de_alta_velocidad	1.0	0.0
21192	proyecto_de_linea_de_alta_velocidad	1.0	0.0
21193	alargamiento_de_la_vida_util	1.0	0.0
21194	barrera_fisica	1.0	0.0
21195	zona_de_acceso_restringido	1.0	0.0
21196	pequeño_establecimiento_comercial	1.0	0.0
21197	cambio_de_procedimiento	1.0	0.0
21198	camara_agraria	1.0	0.0
21199	camara_agraria_local	1.0	0.0
21200	certificacion_de_la_camara_agraria_local	1.0	0.0
21201	causa_del_contrato	1.0	0.0
21202	flujos_de_publico	1.0	0.0
21203	licencia_comercial_autonomica	1.0	0.0
21204	coste_de_renovacion	1.0	0.0
21205	causa_de_extincion_del_contrato	1.0	0.0
21206	licencia_comercial_especifica	1.0	0.0
21207	certificacion_registral	1.0	0.0
21208	cesacion_en_los_pagos	1.0	0.0
21209	recambio_de_automovil	1.0	0.0
21210	superficie_de_venta_al_publico	1.0	0.0
21211	superficie_comercial	1.0	0.0
21212	maquinaria_industrial	1.0	0.0
21213	reparacion_de_maquinaria_industrial	1.0	0.0
21214	linea_de_caja	1.0	0.0
21215	reapertura_del_negocio	1.0	0.0
21216	coste_de_conservacion	1.0	0.0
21217	cesion_pro_soluto	1.0	0.0
21218	cesion_pro_solvendo	1.0	0.0
21219	circunscripcion_territorial	1.0	0.0
21220	citacion_de_remate	1.0	0.0
21221	precio_de_recompra	1.0	0.0
21222	clausula_accidental	1.0	0.0
21223	clausula_compromisoria	1.0	0.0
21224	formula_de_financiacion	1.0	0.0
21225	clausula_de_estabilizacion	1.0	0.0
21226	clausula_de_reversion	1.0	0.0
21227	credito_a_largo_plazo	1.0	0.0
21228	clausula_residual	1.0	0.0
21229	clausula_supletoria	1.0	0.0
21230	equilibrio_interterritorial	1.0	0.0
21231	incidencia_acustica	1.0	0.0
21232	impuesto_medioambiental	1.0	0.0
21233	destilacion_de_vino	1.0	0.0
21234	gastos_de_apertura	1.0	0.0
21235	gastos_de_investigacion	1.0	0.0
21236	gastos_de_desarrollo_de_paginas_web	1.0	0.0
21237	calculo_de_la_edificabilidad	1.0	0.0
21238	gasto_adicional	1.0	0.0
21239	comision_de_gobierno	1.0	0.0
21240	aseos_publicos	1.0	0.0
21241	costes_de_formacion	1.0	0.0
21242	principio_activo	1.0	0.0
21243	fabricacion_de_medicamento	1.0	0.0
21244	formacion_de_personal	1.0	0.0
21245	galeria_municipal	1.0	0.0
21246	vida_util_de_un_inmovilizado_intangible	1.0	0.0
21247	comision_especial_de_cuentas	1.0	0.0
21248	activo_inmaterial	1.0	0.0
21249	comision_especial_de_sugerencias_y_reclamaciones	1.0	0.0
21250	plan_de_negocio	1.0	0.0
21251	comision_nacional_de_la_administracion_local	1.0	0.0
21252	elaboracion_de_muestrario	1.0	0.0
21253	comision_provincial_de_colaboracion_del_estado_con_las_corporaciones_locales	1.0	0.0
21254	prenda_de_muestrario	1.0	0.0
21255	comite_de_las_regiones	1.0	0.0
21256	comite_de_representantes_permanentes	1.0	0.0
21257	pago_de_canon	1.0	0.0
21258	tramitacion_urgente	1.0	0.0
21259	comite_economico_y_financiero	1.0	0.0
21260	comite_economico_y_social	1.0	0.0
21261	canon_de_explotacion	1.0	0.0
21262	canon_de_superficie_de_minas	1.0	0.0
21263	cuenca_intercomunitaria	1.0	0.0
21264	canon_de_riego	1.0	0.0
21265	gastos_de_asesoria	1.0	0.0
21266	rentabilidad_economica	1.0	0.0
21267	rentabilidad_fija	1.0	0.0
21268	rentabilidad_libre_de_riesgo	1.0	0.0
21269	rentabilidad_financiera	1.0	0.0
21270	suspension_facultativa	1.0	0.0
21271	suspension_automatica	1.0	0.0
21272	tasa_de_rentabilidad_media_anual	1.0	0.0
21273	seguimiento_de_rentabilidad	1.0	0.0
21274	suspension_automatica_de_licencias	1.0	0.0
21275	desarrollo_de_proyecto	1.0	0.0
21276	comite_monetario	1.0	0.0
21277	comparecencia_parlamentaria	1.0	0.0
21278	compensacion_tributaria	1.0	0.0
21279	competencia_autorizada	1.0	0.0
21280	competencia_compartida	1.0	0.0
21281	competencia_concurrente	1.0	0.0
21282	comunidad_europea_de_la_energia_atomica	1.0	0.0
21283	comunidad_europea_del_carbon_y_del_acero	1.0	0.0
21284	suspension_potestativa	1.0	0.0
21285	concesion_comercial	1.0	0.0
21286	concesion_de_licencia_comercial	1.0	0.0
21287	concierto_administrativo	1.0	0.0
21288	concurrencia_de_pensiones	1.0	0.0
21289	condonacion_tributaria	1.0	0.0
21290	conducta_autorizada	1.0	0.0
21291	conducta_prohibida_de_la_competencia	1.0	0.0
21292	empresa_concesionaria	1.0	0.0
21293	prestacion_de_servicio_publico	1.0	0.0
21294	incentivacion_de_la_participacion	1.0	0.0
21295	conferencia_intergubernamental	1.0	0.0
21296	confesion_judicial	1.0	0.0
21297	rentabilidad_agraria	1.0	0.0
21298	confesion_religiosa	1.0	0.0
21299	rentabilidad_variable	1.0	0.0
21300	consejo_rector_de_cooperativas	1.0	0.0
21301	consejo_social_de_la_ciudad	1.0	0.0
21302	csic	0.0	0.0
21303	rentabilidad_directa	1.0	0.0
21304	rentabilidad_futura	1.0	0.0
21305	consejo_superior_de_la_funcion_publica	0.0	0.0
21306	rentabilidad_positiva	1.0	0.0
21307	perdida_de_rentabilidad	1.0	0.0
21308	consentimiento_en_los_contratos	1.0	0.0
21309	contingente_comunitario	1.0	0.0
21310	rentabilidad_potencial	1.0	0.0
21311	contrato_de_edicion	1.0	1.0
21312	contrato_de_fianza	1.0	0.0
21313	contrato_de_renta_vitalicia	1.0	0.0
21314	contrato_de_seguro_contra_daños	1.0	0.0
21315	control_de_legalidad	1.0	0.0
21316	cooficialidad_linguistica	1.0	0.0
21317	control_interno	1.0	0.0
21318	cotizacion_oficial	1.0	0.0
21319	credito_documentario	1.0	0.0
21320	credito_maritimo	1.0	0.0
21321	credito_refaccionario	1.0	0.0
21322	credito_salarial	1.0	0.0
21323	crimen_internacional	1.0	0.0
21324	cuenca_hidrografica	1.0	0.0
21325	cuenta_de_credito	1.0	0.0
21326	cuenta_de_resaca	1.0	0.0
21327	cuestion_de_confianza	1.0	0.0
21328	duracion_de_la_pena	1.0	0.0
21329	curatela	1.0	1.0
21330	declaracion_de_quiebra	1.0	0.0
21331	suspension_del_planeamiento	1.0	0.0
21332	copia_compulsada	1.0	0.0
21333	licencia_prorrogada	1.0	0.0
21334	cedula_de_garantia_urbanistica	1.0	0.0
21335	regimen_urbanistico_transitorio	1.0	0.0
21336	proyecto_de_desarrollo_urbanistico	1.0	0.0
21337	tunel_ferroviario	1.0	0.0
21338	catalogo_de_nucleos_rurales	1.0	0.0
21339	uso_de_vertedero	1.0	0.0
21340	reproduccion_de_obra	1.0	0.0
21341	licencia_para_reproducir_obras	1.0	0.0
21342	derecho_de_explotacion_de_obra_literaria	1.0	0.0
21343	consulta_institucional	1.0	0.0
21344	terreno_rustico_de_especial_proteccion	1.0	0.0
21345	caducidad_de_licencia	1.0	0.0
21346	calificacion_registral	1.0	1.0
21347	dictamen_de_la_comision_territorial_de_urbanismo	1.0	0.0
21348	comision_provincial_de_urbanismo	1.0	0.0
21349	dictamen_de_la_comision_provincial_de_urbanismo	1.0	0.0
21350	calificacion_registral_negativa	1.0	0.0
21351	lectura_del_veredicto	1.0	0.0
21352	camara_oficial	1.0	0.0
21353	carta_social_europea	1.0	0.0
21354	veredicto_absolutorio	1.0	0.0
21355	veredicto_inculpatorio	1.0	0.0
21356	causa_causae_causa_causati	1.0	0.0
21357	valor_intangible	1.0	0.0
21358	cesion_de_remate	1.0	0.0
21359	comision_de_liquidacion	1.0	0.0
21360	comision_de_liquidacion_de_entidades_aseguradoras	1.0	0.0
21361	reduccion_de_plazo	1.0	0.0
21362	compraventa_especial	1.0	0.0
21363	coste_de_mantenimiento	1.0	0.0
21364	informe_previo_de_viabilidad	1.0	0.0
21365	contribucion_especial	1.0	1.0
21366	desarrollo_de_pagina_web	1.0	0.0
21367	control_parlamentario_del_gobierno	1.0	0.0
21368	controlador_laboral	1.0	0.0
21369	sistema_de_amortizacion_degresiva	1.0	0.0
21370	veredicto_por_unanimidad	1.0	0.0
21371	imparticion_de_curso	1.0	0.0
21372	alquiler_de_equipos_informaticos	1.0	0.0
21373	aprobacion_definitiva_del_plan	1.0	0.0
21374	aprobacion_provisional_del_plan	1.0	0.0
21375	coste_de_subactividad	1.0	0.0
21376	amortizacion_de_equipos_informaticos	1.0	0.0
21377	coste_de_reposicion	1.0	0.0
21378	reembolso_del_coste	1.0	0.0
21379	coste_neto	1.0	0.0
21380	coste_comparativo	1.0	0.0
21381	enfermedad	1.0	0.0
21382	indice_general_del_coste_de_la_vida	1.0	0.0
21383	coste_de_aval	1.0	0.0
21384	adjudicataria_de_concurso	1.0	0.0
21385	abono_de_cuotas_de_amortizacion	1.0	0.0
21386	mono_de_trabajo	1.0	0.0
21387	mono_azul	1.0	0.0
21388	capital_pendiente_de_amortizacion	1.0	0.0
21389	delegacion_administrativa	1.0	0.0
21390	delegacion_legislativa	1.0	0.0
21391	delito_de_abandono_de_familia_menores_e_incapaces	1.0	1.0
21392	delito_de_cobardia	1.0	1.0
21393	delito_de_defraudacion_de_fluido_electrico_y_analogas	1.0	1.0
21394	soporte_digital	1.0	0.0
21395	informe_de_sostenibilidad_ambiental	1.0	0.0
21396	canal_de_comunicacion	1.0	0.0
21397	exceso_de_amortizacion	1.0	0.0
21398	inactividad_municipal	1.0	0.0
21399	municipio_colindante	1.0	0.0
21400	estrategia_de_inversion	1.0	0.0
21401	inversion_mobiliaria	1.0	0.0
21402	fondos_de_inversion_mobiliaria	1.0	0.0
21403	inversion_en_activos	1.0	0.0
21404	deduccion_por_inversion	1.0	0.0
21405	inversion_en_vivienda_habitual	1.0	1.0
21406	deduccion_por_inversion_en_vivienda_habitual	1.0	1.0
21407	inversion_inicial_de_capital	1.0	0.0
21408	diccionario_de_la_rae	1.0	0.0
21409	acepcion_del_diccionario_de_la_real_academia	1.0	0.0
21410	oposicion_al_recurso	1.0	0.0
21411	origen_del_incendio	1.0	0.0
21412	actividad_comercial_en_regimen_de_franquicia	1.0	0.0
21413	conocimientos_tecnicos	1.0	0.0
21414	proyecto_de_urbanizacion	1.0	1.0
21415	canon_de_entrada	1.0	0.0
21416	dioxido_de_carbono	1.0	0.0
21417	urbanizacion_consolidada	1.0	0.0
21418	protocolo_de_kioto	0.0	0.0
21419	horario_habil	1.0	0.0
21420	emisiones_de_gases_de_escape_de_vehiculos_de_motor	1.0	0.0
21421	plan_nacional_de_asignacion_de_derechos_de_emision_de_gases_de_efecto_invernadero	1.0	0.0
21422	activo_no_financiero	1.0	0.0
21423	desestimacion_presunta_por_silencio	1.0	0.0
21424	produccion_excedentaria	1.0	0.0
21425	cultivo_puro	1.0	0.0
21426	derecho_de_replantacion	1.0	0.0
21427	obligaciones_medioambientales	1.0	0.0
21428	derechos_de_adquisicion_de_jugadores	1.0	0.0
21429	amortizacion_de_los_derechos_de_adquisicion_de_jugadores	1.0	0.0
21430	renovacion_de_jugador_de_futbol	1.0	0.0
21431	jugador_de_la_cantera	1.0	0.0
21432	traspaso_de_derechos_federativos_de_jugador_de_futbol	1.0	0.0
21433	ingresos_de_taquilla	1.0	0.0
21434	coste_de_existencias	1.0	0.0
21435	financiacion_ajena	1.0	0.0
21436	reserva_de_aprovechamiento	1.0	0.0
21437	cesion_de_suelo	1.0	0.0
21438	suelo_de_cesion_obligatoria	1.0	0.0
21439	depreciacion_reversible	1.0	0.0
21440	concesion_por_silencio_administrativo	1.0	0.0
21441	depreciacion_irreversible	1.0	0.0
21442	ficha_urbanistica	1.0	0.0
21443	expectativa_urbanistica	1.0	1.0
21444	ordenacion_urbanistica_municipal	1.0	0.0
21445	plan_de_ordenacion_urbanistica_municipal	1.0	1.0
21446	ordenacion_urbanistica_del_territorio	1.0	0.0
21447	clasificacion_urbanistica_de_los_terrenos	1.0	0.0
21448	poligono_de_actuacion_urbanistica	1.0	0.0
21449	reglamento_de_disciplina_urbanistica	0.0	0.0
21450	parcelacion_urbanistica	1.0	0.0
21451	recalificacion_urbanistica	1.0	0.0
21452	indisciplina_urbanistica	1.0	0.0
21453	plazo_de_aprobacion_inicial	1.0	0.0
21454	instrumento_de_gestion_urbanistica	1.0	0.0
21455	mercado_activo	1.0	0.0
21456	importe_de_la_reversion	1.0	0.0
21457	coste_medio_ponderado_del_capital	1.0	0.0
21458	inversion_financiera_a_corto_plazo	1.0	0.0
21459	inversion_financiera_a_largo_plazo	1.0	0.0
21460	capital_circulante	1.0	0.0
21461	variacion_del_capital_circulante	1.0	0.0
21462	deficit_de_capital_circulante	1.0	0.0
21463	estructura_financiera_de_la_empresa	1.0	0.0
21464	reclasificacion_urbanistica	1.0	0.0
21465	remodelacion_urbanistica	1.0	0.0
21466	solicitud_de_informacion_urbanistica	1.0	0.0
21467	activo_de_la_sociedad_adquirida	1.0	0.0
21468	sede_de_la_empresa	1.0	0.0
21469	zona_de_expansion_urbanistica	1.0	0.0
21470	descuento_de_flujos_de_caja	1.0	0.0
21471	flujos_netos_de_caja	1.0	0.0
21472	valor_de_las_acciones_de_empresa	1.0	0.0
21473	valor_razonable_de_las_acciones	1.0	0.0
21474	flujo_libre_de_caja	1.0	0.0
21475	flujos_de_caja_actualizados	1.0	0.0
21476	contabilidad_de_existencias	1.0	0.0
21477	plan_de_ordenacion_urbanistica_plurimunicipal	1.0	0.0
21478	partida_de_existencias	1.0	0.0
21479	plan_especial_urbanistico_autonomo	1.0	0.0
21480	botella_retornable	1.0	0.0
21481	lingote_de_oro	1.0	0.0
21482	licencia_de_legalizacion	1.0	0.0
21483	licencia_de_conduccion_por_puntos	1.0	0.0
21484	cambio_de_titularidad_de_la_licencia	1.0	0.0
21485	tasa_de_licencia_de_obras	1.0	0.0
21486	solicitud_de_licencia_urbanistica	1.0	0.0
21487	incompatibilidad_con_la_tasa_por_licencia_de_obras	1.0	0.0
21488	liquidacion_de_tasa_por_licencia_de_obras	1.0	0.0
21489	consejo_comarcal	1.0	0.0
21490	plan_parcial_de_delimitacion	1.0	0.0
21491	modelo_de_ordenacion	1.0	0.0
21492	modelo_de_ordenacion_territorial	1.0	0.0
21493	almacenaje_de_combustible	1.0	0.0
21494	consumo_de_combustible	1.0	0.0
21495	traslado_de_expediente	1.0	0.0
21496	auto_de_declaracion_de_concurso	0.0	0.0
21497	concurso_medial_con_un_delito_continuado_de_estafa	1.0	0.0
21498	concurso_con_un_delito_de_lesiones	1.0	0.0
21499	concurso_para_la_provision_de_puestos	1.0	0.0
